user_id,group,user_segment,device,region,converted,revenue,incentive_cost,sessions,time_on_site_mins
AB014919,Control,Returning,Mobile,East,0,0.0,0.0,5,32.5
AB014920,Control,Returning,Mobile,East,0,0.0,0.0,2,5.8
AB014921,Control,Returning,Desktop,East,1,1127.23,0.0,12,47.5
AB014922,Control,New,Tablet,East,0,0.0,0.0,1,6.6
AB014923,Control,Returning,Desktop,South,0,0.0,0.0,6,32.1
AB014924,Control,Power,Desktop,East,0,0.0,0.0,8,39.6
AB014925,Control,Power,Mobile,North,0,0.0,0.0,1,6.5
AB014926,Control,Returning,Mobile,North,0,0.0,0.0,2,5.8
AB014927,Control,Returning,Mobile,South,1,1650.86,0.0,5,40.0
AB014928,Control,New,Mobile,North,0,0.0,0.0,6,32.1
AB014929,Control,Returning,Desktop,South,0,0.0,0.0,2,14.6
AB014930,Control,Power,Desktop,North,0,0.0,0.0,1,6.5
AB014931,Control,Returning,Mobile,North,1,1596.75,0.0,11,62.9
AB014932,Control,Returning,Mobile,East,0,0.0,0.0,6,39.9
AB014933,Control,Power,Mobile,North,0,0.0,0.0,3,23.1
AB014934,Control,Power,Mobile,West,0,0.0,0.0,1,2.9
AB014935,Control,Power,Mobile,West,1,2841.35,0.0,7,31.8
AB014936,Control,Returning,Mobile,East,1,745.21,0.0,3,20.4
AB014937,Control,Returning,Desktop,East,0,0.0,0.0,5,39.7
AB014938,Control,Returning,Desktop,East,0,0.0,0.0,5,22.9
AB014939,Control,Returning,Mobile,West,0,0.0,0.0,1,3.9
AB014940,Control,Returning,Desktop,North,0,0.0,0.0,4,25.0
AB014941,Control,Power,Mobile,North,1,4262.01,0.0,2,10.3
AB014942,Control,New,Desktop,West,1,763.25,0.0,5,20.1
AB014943,Control,Returning,Tablet,South,0,0.0,0.0,1,4.7
AB014944,Control,Returning,Desktop,South,0,0.0,0.0,6,25.0
AB014945,Control,Returning,Mobile,North,0,0.0,0.0,3,9.0
AB014946,Control,New,Desktop,South,0,0.0,0.0,5,13.1
AB014947,Control,New,Mobile,East,1,846.34,0.0,9,64.2
AB014948,Control,New,Tablet,North,1,527.9,0.0,11,54.7
AB014949,Control,Returning,Mobile,South,0,0.0,0.0,3,15.3
AB014950,Control,Power,Mobile,South,0,0.0,0.0,1,3.5
AB014951,Control,Returning,Mobile,South,0,0.0,0.0,1,6.6
AB014952,Control,New,Mobile,North,0,0.0,0.0,2,11.7
AB014953,Control,New,Desktop,East,0,0.0,0.0,2,14.6
AB014954,Control,Returning,Mobile,North,1,2258.13,0.0,8,42.7
AB014955,Control,Returning,Mobile,West,0,0.0,0.0,7,33.9
AB014956,Control,Returning,Desktop,North,1,1497.01,0.0,3,22.0
AB014957,Control,Power,Mobile,East,0,0.0,0.0,5,17.7
AB014958,Control,New,Desktop,South,0,0.0,0.0,4,32.0
AB014959,Control,New,Desktop,East,0,0.0,0.0,5,31.7
AB014960,Control,New,Mobile,South,0,0.0,0.0,8,49.8
AB014961,Control,New,Mobile,East,0,0.0,0.0,5,31.0
AB014962,Control,New,Desktop,South,0,0.0,0.0,6,15.1
AB014963,Control,Returning,Mobile,North,0,0.0,0.0,3,11.4
AB014964,Control,Power,Mobile,North,0,0.0,0.0,2,6.4
AB014965,Control,New,Mobile,North,0,0.0,0.0,2,11.8
AB014966,Control,Returning,Mobile,West,0,0.0,0.0,7,29.0
AB014967,Control,New,Mobile,South,0,0.0,0.0,4,12.8
AB014968,Control,Returning,Mobile,East,0,0.0,0.0,3,12.7
AB014969,Control,Returning,Mobile,South,0,0.0,0.0,1,6.4
AB014970,Control,Power,Mobile,West,1,2642.23,0.0,3,11.0
AB014971,Control,Power,Mobile,West,0,0.0,0.0,1,5.4
AB014972,Control,Returning,Mobile,East,0,0.0,0.0,2,12.2
AB014973,Control,Returning,Desktop,West,0,0.0,0.0,4,15.8
AB014974,Control,New,Mobile,North,0,0.0,0.0,2,6.1
AB014975,Control,Returning,Mobile,West,0,0.0,0.0,5,32.0
AB014976,Control,Returning,Mobile,South,0,0.0,0.0,5,35.6
AB014977,Control,Power,Mobile,West,0,0.0,0.0,3,16.5
AB014978,Control,Returning,Desktop,North,0,0.0,0.0,8,28.0
AB014979,Control,Returning,Mobile,North,0,0.0,0.0,7,55.7
AB014980,Control,Power,Mobile,West,1,3092.39,0.0,8,53.2
AB014981,Control,New,Mobile,South,0,0.0,0.0,4,21.0
AB014982,Control,New,Desktop,South,0,0.0,0.0,4,23.6
AB014983,Control,Returning,Mobile,West,1,1329.47,0.0,8,40.7
AB014984,Control,Returning,Mobile,West,0,0.0,0.0,3,9.1
AB014985,Control,Returning,Mobile,North,0,0.0,0.0,1,5.0
AB014986,Control,Power,Mobile,East,0,0.0,0.0,7,32.0
AB014987,Control,Returning,Mobile,West,0,0.0,0.0,8,60.7
AB014988,Control,Power,Desktop,West,0,0.0,0.0,4,26.9
AB014989,Control,Power,Mobile,North,0,0.0,0.0,5,14.3
AB014990,Control,New,Tablet,West,0,0.0,0.0,8,23.8
AB014991,Control,New,Mobile,South,0,0.0,0.0,2,6.6
AB014992,Control,New,Desktop,North,0,0.0,0.0,5,27.7
AB014993,Control,Returning,Mobile,West,0,0.0,0.0,6,39.9
AB014994,Control,Returning,Mobile,West,0,0.0,0.0,2,5.4
AB014995,Control,New,Tablet,East,0,0.0,0.0,7,39.8
AB014996,Control,Returning,Desktop,South,0,0.0,0.0,1,7.5
AB014997,Control,New,Mobile,East,0,0.0,0.0,8,20.6
AB014998,Control,Power,Mobile,South,0,0.0,0.0,1,7.6
AB014999,Control,Returning,Desktop,North,0,0.0,0.0,7,23.2
AB015000,Control,Returning,Mobile,West,1,1679.39,0.0,5,36.3
AB015001,Control,New,Tablet,West,0,0.0,0.0,7,31.8
AB015002,Control,New,Mobile,West,0,0.0,0.0,4,23.7
AB015003,Control,Returning,Desktop,South,1,719.93,0.0,5,37.8
AB015004,Control,New,Mobile,West,0,0.0,0.0,4,21.1
AB015005,Control,New,Mobile,South,0,0.0,0.0,2,12.8
AB015006,Control,Power,Mobile,South,0,0.0,0.0,2,5.6
AB015007,Control,Power,Mobile,North,0,0.0,0.0,4,20.7
AB015008,Control,New,Desktop,North,0,0.0,0.0,4,10.7
AB015009,Control,Power,Mobile,West,0,0.0,0.0,5,34.3
AB015010,Control,Power,Mobile,West,0,0.0,0.0,1,7.1
AB015011,Control,New,Mobile,North,0,0.0,0.0,3,15.1
AB015012,Control,Returning,Desktop,East,0,0.0,0.0,7,43.8
AB015013,Control,Returning,Desktop,North,0,0.0,0.0,8,54.3
AB015014,Control,New,Mobile,North,0,0.0,0.0,2,5.2
AB015015,Control,Returning,Mobile,North,0,0.0,0.0,8,59.4
AB015016,Control,Returning,Mobile,East,0,0.0,0.0,1,5.5
AB015017,Control,Returning,Desktop,West,0,0.0,0.0,7,41.0
AB015018,Control,Returning,Desktop,North,0,0.0,0.0,6,15.5
AB015019,Control,Returning,Mobile,East,0,0.0,0.0,5,27.7
AB015020,Control,Returning,Mobile,North,0,0.0,0.0,1,5.9
AB015021,Control,New,Mobile,North,0,0.0,0.0,1,6.2
AB015022,Control,New,Desktop,South,0,0.0,0.0,7,36.8
AB015023,Control,Power,Desktop,North,1,3148.19,0.0,10,32.2
AB015024,Control,Power,Desktop,South,0,0.0,0.0,8,61.8
AB015025,Control,New,Mobile,North,0,0.0,0.0,6,28.5
AB015026,Control,Returning,Mobile,West,0,0.0,0.0,7,24.0
AB015027,Control,Returning,Mobile,West,0,0.0,0.0,1,4.8
AB015028,Control,New,Mobile,East,0,0.0,0.0,5,32.7
AB015029,Control,Returning,Desktop,West,0,0.0,0.0,4,29.3
AB015030,Control,New,Mobile,North,0,0.0,0.0,5,31.6
AB015031,Control,New,Mobile,South,0,0.0,0.0,6,20.6
AB015032,Control,Returning,Mobile,South,0,0.0,0.0,6,35.5
AB015033,Control,New,Mobile,North,0,0.0,0.0,2,7.6
AB015034,Control,New,Mobile,South,0,0.0,0.0,7,22.7
AB015035,Control,Power,Mobile,East,0,0.0,0.0,3,21.5
AB015036,Control,Returning,Mobile,South,1,1317.06,0.0,12,60.6
AB015037,Control,Power,Mobile,South,0,0.0,0.0,6,47.4
AB015038,Control,Returning,Desktop,East,0,0.0,0.0,8,35.8
AB015039,Control,Returning,Desktop,West,0,0.0,0.0,6,34.1
AB015040,Control,Returning,Mobile,West,0,0.0,0.0,6,23.7
AB015041,Control,Returning,Desktop,South,0,0.0,0.0,7,23.9
AB015042,Control,New,Mobile,West,0,0.0,0.0,4,26.8
AB015043,Control,Returning,Tablet,East,0,0.0,0.0,3,13.1
AB015044,Control,Returning,Mobile,North,0,0.0,0.0,2,7.1
AB015045,Control,New,Mobile,West,0,0.0,0.0,2,5.5
AB015046,Control,New,Tablet,East,0,0.0,0.0,3,9.8
AB015047,Control,Returning,Mobile,East,0,0.0,0.0,2,9.2
AB015048,Control,New,Mobile,South,0,0.0,0.0,6,21.4
AB015049,Control,New,Mobile,East,0,0.0,0.0,3,8.0
AB015050,Control,Power,Desktop,South,0,0.0,0.0,2,5.9
AB015051,Control,Returning,Mobile,West,1,851.04,0.0,11,59.0
AB015052,Control,Returning,Tablet,West,0,0.0,0.0,7,33.4
AB015053,Control,Power,Desktop,West,0,0.0,0.0,7,50.4
AB015054,Control,Power,Mobile,North,1,1029.18,0.0,8,51.1
AB015055,Control,New,Mobile,West,0,0.0,0.0,1,6.7
AB015056,Control,Returning,Tablet,East,0,0.0,0.0,8,55.9
AB015057,Control,Returning,Desktop,West,0,0.0,0.0,4,10.9
AB015058,Control,New,Desktop,North,1,598.47,0.0,4,28.5
AB015059,Control,Power,Mobile,South,0,0.0,0.0,1,5.3
AB015060,Control,Returning,Desktop,South,1,993.98,0.0,5,22.2
AB015061,Control,Returning,Desktop,West,0,0.0,0.0,7,48.6
AB015062,Control,New,Desktop,South,0,0.0,0.0,6,33.3
AB015063,Control,New,Mobile,North,0,0.0,0.0,7,48.5
AB015064,Control,New,Mobile,West,0,0.0,0.0,5,30.6
AB015065,Control,New,Desktop,East,0,0.0,0.0,5,12.7
AB015066,Control,Returning,Mobile,North,0,0.0,0.0,1,3.8
AB015067,Control,Returning,Mobile,East,1,940.38,0.0,8,51.2
AB015068,Control,Power,Mobile,East,0,0.0,0.0,8,48.1
AB015069,Control,New,Mobile,South,0,0.0,0.0,3,15.6
AB015070,Control,New,Mobile,South,0,0.0,0.0,7,28.0
AB015071,Control,Returning,Desktop,West,0,0.0,0.0,1,6.0
AB015072,Control,Returning,Desktop,East,0,0.0,0.0,1,2.6
AB015073,Control,New,Tablet,South,0,0.0,0.0,1,3.4
AB015074,Control,Returning,Mobile,North,0,0.0,0.0,2,13.9
AB015075,Control,Power,Mobile,North,0,0.0,0.0,8,31.6
AB015076,Control,New,Desktop,West,0,0.0,0.0,4,13.0
AB015077,Control,Returning,Desktop,East,1,1080.59,0.0,4,20.3
AB015078,Control,Returning,Desktop,North,0,0.0,0.0,8,26.1
AB015079,Control,Returning,Mobile,West,0,0.0,0.0,2,15.1
AB015080,Control,New,Mobile,South,0,0.0,0.0,6,27.7
AB015081,Control,Returning,Desktop,North,0,0.0,0.0,2,13.9
AB015082,Control,Returning,Mobile,West,0,0.0,0.0,5,22.8
AB015083,Control,Power,Tablet,South,0,0.0,0.0,8,37.6
AB015084,Control,New,Mobile,West,0,0.0,0.0,1,6.2
AB015085,Control,Returning,Mobile,West,0,0.0,0.0,4,24.6
AB015086,Control,Returning,Desktop,West,0,0.0,0.0,8,35.1
AB015087,Control,Returning,Mobile,South,0,0.0,0.0,2,13.0
AB015088,Control,New,Mobile,West,0,0.0,0.0,3,20.7
AB015089,Control,New,Tablet,East,0,0.0,0.0,2,5.4
AB015090,Control,Returning,Mobile,West,0,0.0,0.0,6,37.4
AB015091,Control,Returning,Tablet,East,0,0.0,0.0,6,35.1
AB015092,Control,Power,Mobile,North,0,0.0,0.0,8,45.9
AB015093,Control,New,Mobile,East,0,0.0,0.0,6,35.8
AB015094,Control,New,Mobile,West,0,0.0,0.0,1,3.2
AB015095,Control,New,Desktop,North,0,0.0,0.0,7,51.2
AB015096,Control,New,Desktop,North,0,0.0,0.0,8,42.0
AB015097,Control,New,Mobile,West,0,0.0,0.0,1,3.1
AB015098,Control,Returning,Mobile,East,0,0.0,0.0,1,4.4
AB015099,Control,Returning,Desktop,East,0,0.0,0.0,6,28.6
AB015100,Control,New,Desktop,South,0,0.0,0.0,5,32.9
AB015101,Control,New,Mobile,South,0,0.0,0.0,2,8.8
AB015102,Control,New,Mobile,East,0,0.0,0.0,4,19.5
AB015103,Control,New,Mobile,South,1,741.52,0.0,2,10.4
AB015104,Control,New,Mobile,North,0,0.0,0.0,8,21.9
AB015105,Control,Returning,Desktop,West,0,0.0,0.0,6,16.4
AB015106,Control,New,Desktop,South,0,0.0,0.0,3,13.6
AB015107,Control,New,Mobile,South,0,0.0,0.0,2,13.2
AB015108,Control,New,Mobile,North,1,737.06,0.0,2,15.3
AB015109,Control,Returning,Mobile,North,0,0.0,0.0,1,7.9
AB015110,Control,Returning,Mobile,South,0,0.0,0.0,4,15.6
AB015111,Control,Returning,Mobile,South,0,0.0,0.0,3,17.6
AB015112,Control,New,Desktop,South,0,0.0,0.0,4,16.9
AB015113,Control,Returning,Mobile,East,0,0.0,0.0,4,10.6
AB015114,Control,Power,Mobile,South,1,1863.39,0.0,8,31.5
AB015115,Control,Power,Mobile,North,0,0.0,0.0,4,22.9
AB015116,Control,New,Mobile,West,0,0.0,0.0,7,18.0
AB015117,Control,Power,Desktop,North,0,0.0,0.0,1,6.0
AB015118,Control,Returning,Mobile,North,0,0.0,0.0,6,35.2
AB015119,Control,New,Mobile,South,0,0.0,0.0,4,25.5
AB015120,Control,New,Mobile,West,0,0.0,0.0,3,11.4
AB015121,Control,Returning,Mobile,East,0,0.0,0.0,5,13.9
AB015122,Control,New,Mobile,North,0,0.0,0.0,2,10.6
AB015123,Control,Returning,Mobile,North,0,0.0,0.0,7,18.2
AB015124,Control,New,Mobile,West,0,0.0,0.0,8,37.7
AB015125,Control,Returning,Mobile,East,0,0.0,0.0,5,19.5
AB015126,Control,Returning,Desktop,North,0,0.0,0.0,1,2.8
AB015127,Control,New,Desktop,South,0,0.0,0.0,1,7.3
AB015128,Control,New,Mobile,North,0,0.0,0.0,3,9.5
AB015129,Control,Returning,Desktop,North,0,0.0,0.0,2,14.8
AB015130,Control,Returning,Mobile,East,0,0.0,0.0,1,7.9
AB015131,Control,New,Desktop,South,0,0.0,0.0,5,39.6
AB015132,Control,Returning,Mobile,North,0,0.0,0.0,8,54.4
AB015133,Control,New,Tablet,South,0,0.0,0.0,8,46.1
AB015134,Control,Power,Mobile,East,0,0.0,0.0,2,13.0
AB015135,Control,Returning,Mobile,South,0,0.0,0.0,4,19.3
AB015136,Control,Returning,Mobile,South,0,0.0,0.0,3,12.7
AB015137,Control,Power,Desktop,South,1,2911.23,0.0,7,26.1
AB015138,Control,Returning,Mobile,North,0,0.0,0.0,5,28.5
AB015139,Control,Power,Mobile,East,0,0.0,0.0,8,33.1
AB015140,Control,Power,Mobile,North,1,2260.43,0.0,8,57.6
AB015141,Control,Power,Mobile,North,1,3279.95,0.0,6,37.8
AB015142,Control,New,Mobile,West,0,0.0,0.0,4,25.5
AB015143,Control,Returning,Mobile,North,0,0.0,0.0,7,34.9
AB015144,Control,Returning,Mobile,West,0,0.0,0.0,4,17.9
AB015145,Control,Power,Desktop,South,1,2266.62,0.0,3,20.9
AB015146,Control,Power,Mobile,North,0,0.0,0.0,4,18.4
AB015147,Control,Returning,Mobile,South,0,0.0,0.0,1,7.2
AB015148,Control,Returning,Tablet,South,0,0.0,0.0,3,23.5
AB015149,Control,Returning,Mobile,East,0,0.0,0.0,4,21.9
AB015150,Control,Returning,Mobile,East,0,0.0,0.0,8,61.3
AB015151,Control,New,Mobile,South,0,0.0,0.0,2,9.2
AB015152,Control,Power,Mobile,East,0,0.0,0.0,6,20.6
AB015153,Control,New,Desktop,East,0,0.0,0.0,4,17.0
AB015154,Control,Power,Mobile,East,0,0.0,0.0,5,15.5
AB015155,Control,Returning,Mobile,West,0,0.0,0.0,8,27.3
AB015156,Control,Returning,Desktop,East,0,0.0,0.0,6,45.9
AB015157,Control,New,Mobile,North,0,0.0,0.0,4,10.3
AB015158,Control,Returning,Desktop,East,1,1437.17,0.0,10,71.3
AB015159,Control,Power,Tablet,North,0,0.0,0.0,5,14.7
AB015160,Control,Power,Mobile,West,0,0.0,0.0,6,45.2
AB015161,Control,Returning,Mobile,West,0,0.0,0.0,3,12.1
AB015162,Control,Power,Desktop,North,0,0.0,0.0,7,27.1
AB015163,Control,Returning,Mobile,South,0,0.0,0.0,5,24.5
AB015164,Control,Power,Mobile,East,1,2686.04,0.0,12,56.2
AB015165,Control,New,Mobile,North,0,0.0,0.0,3,14.3
AB015166,Control,New,Mobile,East,0,0.0,0.0,7,23.3
AB015167,Control,Returning,Desktop,East,0,0.0,0.0,4,16.0
AB015168,Control,Returning,Desktop,South,0,0.0,0.0,3,8.0
AB015169,Control,Returning,Mobile,South,0,0.0,0.0,5,35.4
AB015170,Control,Returning,Mobile,East,0,0.0,0.0,7,36.6
AB015171,Control,Power,Mobile,North,0,0.0,0.0,7,35.9
AB015172,Control,Power,Desktop,South,0,0.0,0.0,3,14.4
AB015173,Control,Power,Desktop,West,0,0.0,0.0,6,25.0
AB015174,Control,Power,Desktop,South,1,4299.69,0.0,5,14.5
AB015175,Control,Returning,Tablet,South,0,0.0,0.0,5,34.6
AB015176,Control,Power,Mobile,South,0,0.0,0.0,6,24.3
AB015177,Control,Power,Tablet,West,0,0.0,0.0,3,17.9
AB015178,Control,Power,Desktop,East,1,2670.21,0.0,6,36.3
AB015179,Control,Returning,Mobile,East,0,0.0,0.0,6,46.6
AB015180,Control,Power,Mobile,North,0,0.0,0.0,1,8.0
AB015181,Control,Power,Mobile,South,0,0.0,0.0,4,26.4
AB015182,Control,Returning,Mobile,East,0,0.0,0.0,4,11.0
AB015183,Control,Power,Desktop,North,1,3855.59,0.0,2,5.1
AB015184,Control,New,Mobile,North,0,0.0,0.0,7,46.9
AB015185,Control,Power,Mobile,West,1,3565.47,0.0,3,20.0
AB015186,Control,New,Desktop,West,0,0.0,0.0,7,46.7
AB015187,Control,New,Mobile,North,0,0.0,0.0,2,6.3
AB015188,Control,Returning,Mobile,West,1,1613.87,0.0,5,36.3
AB015189,Control,New,Mobile,North,0,0.0,0.0,7,27.9
AB015190,Control,New,Mobile,North,0,0.0,0.0,1,7.8
AB015191,Control,Returning,Tablet,North,0,0.0,0.0,6,32.7
AB015192,Control,Returning,Desktop,North,1,1510.05,0.0,2,7.5
AB015193,Control,New,Mobile,North,0,0.0,0.0,6,38.1
AB015194,Control,Power,Mobile,East,0,0.0,0.0,6,41.0
AB015195,Control,New,Mobile,West,0,0.0,0.0,8,40.3
AB015196,Control,Returning,Tablet,North,0,0.0,0.0,8,31.2
AB015197,Control,Returning,Mobile,South,0,0.0,0.0,7,55.1
AB015198,Control,Returning,Desktop,West,0,0.0,0.0,6,37.4
AB015199,Control,Returning,Mobile,North,0,0.0,0.0,8,48.1
AB015200,Control,Power,Mobile,South,0,0.0,0.0,5,32.8
AB015201,Control,New,Desktop,South,0,0.0,0.0,6,16.8
AB015202,Control,New,Desktop,South,0,0.0,0.0,2,8.7
AB015203,Control,New,Tablet,South,0,0.0,0.0,8,37.2
AB015204,Control,New,Mobile,North,0,0.0,0.0,3,14.6
AB015205,Control,Returning,Mobile,West,0,0.0,0.0,2,8.5
AB015206,Control,Returning,Mobile,South,0,0.0,0.0,6,21.7
AB015207,Control,New,Mobile,West,0,0.0,0.0,4,16.2
AB015208,Control,Returning,Mobile,East,0,0.0,0.0,4,18.9
AB015209,Control,Returning,Mobile,South,0,0.0,0.0,6,39.2
AB015210,Control,New,Mobile,South,0,0.0,0.0,3,23.0
AB015211,Control,New,Mobile,South,0,0.0,0.0,5,36.7
AB015212,Control,New,Mobile,North,0,0.0,0.0,2,14.7
AB015213,Control,New,Desktop,West,0,0.0,0.0,8,34.4
AB015214,Control,New,Desktop,North,0,0.0,0.0,5,37.3
AB015215,Control,New,Mobile,West,0,0.0,0.0,4,19.9
AB015216,Control,Power,Mobile,West,0,0.0,0.0,8,34.6
AB015217,Control,Power,Mobile,East,0,0.0,0.0,4,22.5
AB015218,Control,New,Mobile,North,1,954.93,0.0,10,42.1
AB015219,Control,Returning,Mobile,North,0,0.0,0.0,4,28.2
AB015220,Control,Power,Mobile,North,0,0.0,0.0,1,4.1
AB015221,Control,New,Mobile,West,0,0.0,0.0,3,21.0
AB015222,Control,Returning,Desktop,West,0,0.0,0.0,8,29.1
AB015223,Control,Power,Mobile,North,0,0.0,0.0,6,45.6
AB015224,Control,Power,Mobile,West,0,0.0,0.0,2,6.5
AB015225,Control,New,Mobile,South,0,0.0,0.0,8,21.7
AB015226,Control,Returning,Desktop,East,0,0.0,0.0,4,18.8
AB015227,Control,Power,Mobile,East,1,3055.85,0.0,9,45.9
AB015228,Control,Returning,Desktop,South,0,0.0,0.0,3,10.7
AB015229,Control,Returning,Mobile,South,0,0.0,0.0,5,18.2
AB015230,Control,Power,Mobile,South,0,0.0,0.0,2,6.8
AB015231,Control,Returning,Mobile,East,1,1545.47,0.0,6,40.0
AB015232,Control,New,Desktop,West,0,0.0,0.0,1,4.3
AB015233,Control,Returning,Mobile,West,0,0.0,0.0,6,24.8
AB015234,Control,New,Desktop,South,0,0.0,0.0,3,13.4
AB015235,Control,New,Desktop,East,0,0.0,0.0,6,47.6
AB015236,Control,Returning,Mobile,North,0,0.0,0.0,4,26.3
AB015237,Control,Power,Mobile,East,0,0.0,0.0,7,37.3
AB015238,Control,New,Mobile,South,0,0.0,0.0,6,38.5
AB015239,Control,Returning,Mobile,South,0,0.0,0.0,3,15.8
AB015240,Control,New,Mobile,South,0,0.0,0.0,6,29.2
AB015241,Control,Returning,Desktop,East,0,0.0,0.0,2,6.6
AB015242,Control,New,Mobile,East,0,0.0,0.0,3,18.6
AB015243,Control,Power,Desktop,North,0,0.0,0.0,4,19.0
AB015244,Control,Returning,Mobile,West,1,1282.32,0.0,5,24.9
AB015245,Control,Power,Desktop,South,1,2513.99,0.0,2,7.0
AB015246,Control,New,Desktop,North,0,0.0,0.0,7,52.5
AB015247,Control,New,Desktop,North,0,0.0,0.0,2,12.1
AB015248,Control,Power,Desktop,South,0,0.0,0.0,5,31.8
AB015249,Control,Returning,Desktop,South,0,0.0,0.0,5,35.6
AB015250,Control,New,Mobile,North,0,0.0,0.0,3,17.7
AB015251,Control,New,Tablet,North,1,588.47,0.0,3,18.4
AB015252,Control,New,Mobile,North,0,0.0,0.0,7,43.4
AB015253,Control,Returning,Desktop,West,0,0.0,0.0,8,37.1
AB015254,Control,Returning,Mobile,North,0,0.0,0.0,5,29.1
AB015255,Control,New,Desktop,South,0,0.0,0.0,1,6.7
AB015256,Control,New,Mobile,South,0,0.0,0.0,4,11.5
AB015257,Control,Returning,Mobile,East,0,0.0,0.0,4,23.0
AB015258,Control,New,Desktop,South,0,0.0,0.0,1,4.6
AB015259,Control,Returning,Desktop,South,0,0.0,0.0,2,15.2
AB015260,Control,Returning,Mobile,North,0,0.0,0.0,3,15.6
AB015261,Control,New,Desktop,South,0,0.0,0.0,1,7.8
AB015262,Control,New,Mobile,South,0,0.0,0.0,6,43.0
AB015263,Control,New,Mobile,West,0,0.0,0.0,6,40.0
AB015264,Control,Power,Mobile,South,0,0.0,0.0,8,47.5
AB015265,Control,Returning,Mobile,South,0,0.0,0.0,8,52.1
AB015266,Control,New,Mobile,South,0,0.0,0.0,6,40.4
AB015267,Control,New,Mobile,South,0,0.0,0.0,8,43.0
AB015268,Control,New,Mobile,West,0,0.0,0.0,8,24.6
AB015269,Control,New,Mobile,North,0,0.0,0.0,3,13.9
AB015270,Control,New,Mobile,North,0,0.0,0.0,3,16.6
AB015271,Control,Returning,Mobile,East,0,0.0,0.0,4,21.3
AB015272,Control,New,Desktop,North,0,0.0,0.0,5,18.4
AB015273,Control,New,Mobile,South,0,0.0,0.0,7,50.9
AB015274,Control,Returning,Desktop,West,1,1387.52,0.0,6,43.2
AB015275,Control,Returning,Mobile,East,0,0.0,0.0,6,30.6
AB015276,Control,Returning,Mobile,West,0,0.0,0.0,4,25.0
AB015277,Control,New,Mobile,West,1,912.03,0.0,11,33.1
AB015278,Control,New,Tablet,West,0,0.0,0.0,8,44.3
AB015279,Control,Returning,Mobile,West,0,0.0,0.0,8,40.4
AB015280,Control,New,Mobile,West,0,0.0,0.0,8,43.0
AB015281,Control,Returning,Mobile,West,0,0.0,0.0,3,20.8
AB015282,Control,Returning,Tablet,South,0,0.0,0.0,6,20.0
AB015283,Control,New,Mobile,North,0,0.0,0.0,5,32.5
AB015284,Control,New,Mobile,South,0,0.0,0.0,2,8.2
AB015285,Control,Returning,Mobile,East,0,0.0,0.0,5,36.3
AB015286,Control,Returning,Mobile,North,0,0.0,0.0,1,7.7
AB015287,Control,Power,Mobile,West,0,0.0,0.0,7,29.2
AB015288,Control,New,Mobile,North,0,0.0,0.0,6,18.1
AB015289,Control,New,Mobile,South,0,0.0,0.0,5,24.4
AB015290,Control,New,Mobile,North,0,0.0,0.0,5,36.6
AB015291,Control,Returning,Desktop,West,1,1674.06,0.0,9,52.1
AB015292,Control,New,Desktop,North,0,0.0,0.0,5,34.9
AB015293,Control,New,Mobile,East,0,0.0,0.0,5,14.0
AB015294,Control,New,Tablet,North,0,0.0,0.0,1,4.3
AB015295,Control,Returning,Mobile,West,0,0.0,0.0,6,40.1
AB015296,Control,New,Mobile,West,0,0.0,0.0,1,5.1
AB015297,Control,Returning,Mobile,North,0,0.0,0.0,7,44.6
AB015298,Control,Power,Mobile,South,0,0.0,0.0,6,20.4
AB015299,Control,New,Mobile,East,1,878.99,0.0,4,20.7
AB015300,Control,Returning,Desktop,East,0,0.0,0.0,7,29.2
AB015301,Control,Returning,Desktop,West,0,0.0,0.0,8,30.3
AB015302,Control,Returning,Desktop,West,0,0.0,0.0,1,6.7
AB015303,Control,New,Mobile,West,0,0.0,0.0,5,25.3
AB015304,Control,Returning,Mobile,East,0,0.0,0.0,1,4.3
AB015305,Control,New,Mobile,East,0,0.0,0.0,2,9.5
AB015306,Control,Power,Mobile,North,1,4538.0,0.0,12,90.3
AB015307,Control,Power,Mobile,East,0,0.0,0.0,6,41.4
AB015308,Control,Returning,Mobile,South,1,1124.32,0.0,5,28.6
AB015309,Control,Power,Desktop,West,0,0.0,0.0,8,57.7
AB015310,Control,New,Tablet,East,0,0.0,0.0,5,18.0
AB015311,Control,New,Mobile,North,0,0.0,0.0,4,30.2
AB015312,Control,Returning,Mobile,East,1,2184.49,0.0,10,33.8
AB015313,Control,Power,Mobile,East,0,0.0,0.0,8,59.1
AB015314,Control,Returning,Mobile,West,0,0.0,0.0,2,5.7
AB015315,Control,New,Mobile,North,0,0.0,0.0,8,20.1
AB015316,Control,Returning,Tablet,North,0,0.0,0.0,4,29.3
AB015317,Control,New,Desktop,East,0,0.0,0.0,7,26.8
AB015318,Control,New,Desktop,East,0,0.0,0.0,2,14.6
AB015319,Control,Returning,Desktop,East,0,0.0,0.0,3,19.9
AB015320,Control,New,Mobile,West,0,0.0,0.0,4,20.5
AB015321,Control,Returning,Desktop,South,0,0.0,0.0,8,30.1
AB015322,Control,New,Mobile,East,0,0.0,0.0,8,27.8
AB015323,Control,New,Tablet,West,0,0.0,0.0,7,41.1
AB015324,Control,Power,Desktop,West,0,0.0,0.0,8,29.0
AB015325,Control,Returning,Mobile,East,1,998.65,0.0,5,36.4
AB015326,Control,Returning,Mobile,West,0,0.0,0.0,5,25.4
